"predict_time","device","real_rainfall_transient","predict_rainfall"
"2025-08-01 00:00:00","b102",0.0,0.0
"2025-08-01 00:15:00","b102",0.0,0.0017905670683830976
"2025-08-01 00:30:00","b102",0.0,0.0013679639669135213
"2025-08-01 00:45:00","b102",0.0,0.0018557446310296655
"2025-08-01 01:00:00","b102",0.0,0.00286086555570364
"2025-08-01 01:15:00","b102",0.0,0.002001572400331497
"2025-08-01 01:30:00","b102",0.0,0.003934740554541349
"2025-08-01 01:45:00","b102",0.0,0.00039755183388479054
"2025-08-01 02:00:00","b102",0.0,0.003383432514965534
"2025-08-01 02:15:00","b102",0.0,0.0011580989230424166
"2025-08-01 02:30:00","b102",0.0,0.0051330761052668095
"2025-08-01 02:45:00","b102",0.0,0.0020339032635092735
"2025-08-01 03:00:00","b102",0.0,0.00348527729511261
"2025-08-01 03:15:00","b102",0.0,0.005625403020530939
"2025-08-01 03:30:00","b102",0.0,0.006371341645717621
"2025-08-01 03:45:00","b102",0.0,0.0045598647557199
"2025-08-01 04:00:00","b102",0.0,0.009325027465820312
"2025-08-01 04:15:00","b102",0.0,0.0022266630548983812
"2025-08-01 04:30:00","b102",0.0,0.00617385795339942
"2025-08-01 04:45:00","b102",0.0,0.0024039261043071747
"2025-08-01 05:00:00","b102",0.0,0.0065995813347399235
"2025-08-01 05:15:00","b102",0.0,0.004393234383314848
"2025-08-01 05:30:00","b102",0.0,0.0046111042611300945
"2025-08-01 05:45:00","b102",0.0,0.004375442396849394
"2025-08-01 06:00:00","b102",0.0,0.007447072304785252
"2025-08-01 06:15:00","b102",0.0,0.006060899700969458
"2025-08-01 06:30:00","b102",0.0,0.008649297058582306
"2025-08-01 06:45:00","b102",0.0,0.013557229191064835
"2025-08-01 07:00:00","b102",0.0,0.009609783068299294
"2025-08-01 07:15:00","b102",0.0,0.0037782657891511917
"2025-08-01 07:30:00","b102",0.0,0.003358636051416397
"2025-08-01 07:45:00","b102",0.0,0.0024676613975316286
"2025-08-01 08:15:00","b102",0.0,0.00207064813002944
"2025-08-01 08:30:00","b102",0.0,0.0010519875213503838
"2025-08-01 08:45:00","b102",0.0,0.0016109091229736805
"2025-08-01 09:00:00","b102",0.0,0.0017758947797119617
"2025-08-01 09:15:00","b102",0.0,0.001668204553425312
"2025-08-01 09:30:00","b102",0.0,0.000544997863471508
"2025-08-01 09:45:00","b102",0.0,0.0
"2025-08-01 10:00:00","b102",0.0,0.00018474532407708466
"2025-08-01 10:15:00","b102",0.0,1.0734254829003476e-05
"2025-08-01 10:30:00","b102",0.0,1.065219930751482e-05
"2025-08-01 10:45:00","b102",0.0,1.0648932402546052e-05
"2025-08-01 11:00:00","b102",0.0,1.1859966434712987e-05
"2025-08-01 11:15:00","b102",0.0,1.1769515367632266e-05
"2025-08-01 11:30:00","b102",0.0,1.487075314798858e-05
"2025-08-01 11:45:00","b102",0.0,1.5038001947687007e-05
"2025-08-01 12:00:00","b102",0.0,1.4082941561355256e-05
"2025-08-01 12:15:00","b102",0.0,1.4593711057386827e-05
"2025-08-01 12:30:00","b102",0.0,1.4703074157296214e-05
"2025-08-01 12:45:00","b102",0.0,1.4404289686353877e-05
"2025-08-01 13:00:00","b102",0.0,1.3591505194199272e-05
"2025-08-01 13:15:00","b102",0.0,1.3241230590210762e-05
"2025-08-01 13:30:00","b102",0.0,1.1945357982767746e-05
"2025-08-01 13:45:00","b102",0.0,1.2635660823434591e-05
"2025-08-01 14:00:00","b102",0.0,1.3224506801634561e-05
"2025-08-01 14:15:00","b102",0.0,1.4202325473888777e-05
"2025-08-01 14:30:00","b102",0.0,1.4364552043844014e-05
"2025-08-01 14:45:00","b102",0.0,1.3639037206303328e-05
"2025-08-01 15:00:00","b102",0.0,0.0
"2025-08-01 15:15:00","b102",0.0,0.0
"2025-08-01 15:30:00","b102",0.0,0.0
"2025-08-01 15:45:00","b102",0.0,0.0
"2025-08-01 16:00:00","b102",0.0,0.0
"2025-08-01 16:15:00","b102",0.0,0.0
"2025-08-01 16:30:00","b102",0.0,0.0
"2025-08-01 16:45:00","b102",0.0,0.0
"2025-08-01 17:00:00","b102",0.0,0.0
"2025-08-01 17:15:00","b102",0.0,0.0
"2025-08-01 17:30:00","b102",0.0,0.0
"2025-08-01 17:45:00","b102",0.0,0.0
"2025-08-01 18:00:00","b102",0.0,0.0
"2025-08-01 18:15:00","b102",0.0,0.0
"2025-08-01 18:30:00","b102",0.0,0.0
"2025-08-01 18:45:00","b102",0.0,0.0
"2025-08-01 19:00:00","b102",0.0,0.0
"2025-08-01 19:15:00","b102",0.0,0.0
"2025-08-01 19:30:00","b102",0.0,0.0
"2025-08-01 19:45:00","b102",0.0,0.0
"2025-08-01 20:00:00","b102",0.0,0.0
"2025-08-01 20:15:00","b102",0.0,0.0
"2025-08-01 20:30:00","b102",0.0,0.0
"2025-08-01 20:45:00","b102",0.0,0.0
"2025-08-01 21:00:00","b102",0.0,0.0
"2025-08-01 21:15:00","b102",0.0,0.0
"2025-08-01 21:30:00","b102",0.0,0.0
"2025-08-01 21:45:00","b102",0.0,0.0
"2025-08-01 22:00:00","b102",0.0,0.0
"2025-08-01 22:15:00","b102",0.0,0.0
"2025-08-01 22:30:00","b102",0.0,0.0
"2025-08-01 22:45:00","b102",0.0,0.0
"2025-08-01 23:00:00","b102",0.0,0.0
"2025-08-01 23:15:00","b102",0.0,0.0
"2025-08-01 23:30:00","b102",0.0,0.0
"2025-08-01 23:45:00","b102",0.0,0.0
"2025-08-02 00:00:00","b102",0.0,0.0
"2025-08-02 00:15:00","b102",0.0,0.0
"2025-08-02 00:30:00","b102",0.0,0.0
"2025-08-02 00:45:00","b102",0.0,0.0
"2025-08-02 01:00:00","b102",0.0,0.0
"2025-08-02 01:15:00","b102",0.0,0.0
"2025-08-02 01:30:00","b102",0.0,0.0
"2025-08-02 01:45:00","b102",0.0,0.0
"2025-08-02 02:00:00","b102",0.0,0.0
"2025-08-02 02:15:00","b102",0.0,0.0
"2025-08-02 02:30:00","b102",0.0,0.0
"2025-08-02 02:45:00","b102",0.0,0.0
"2025-08-02 03:00:00","b102",0.0,0.0
"2025-08-02 03:15:00","b102",0.0,0.0
"2025-08-02 03:30:00","b102",0.0,0.0
"2025-08-02 03:45:00","b102",0.0,0.0
"2025-08-02 04:00:00","b102",0.0,0.0
"2025-08-02 04:15:00","b102",0.0,0.0
