"predict_time","device","real_rainfall_transient","predict_rainfall"
"2025-08-01 00:00:00","b123",0.0,0.0
"2025-08-01 00:15:00","b123",0.0,7.977536370162852e-06
"2025-08-01 00:30:00","b123",0.0,8.494747817167081e-06
"2025-08-01 00:45:00","b123",0.0,8.34584716358222e-06
"2025-08-01 01:00:00","b123",0.0,8.560245078115258e-06
"2025-08-01 01:15:00","b123",0.0,8.373167474928778e-06
"2025-08-01 01:30:00","b123",0.0,7.975284461281262e-06
"2025-08-01 01:45:00","b123",0.0,7.797420039423741e-06
"2025-08-01 02:00:00","b123",0.0,7.774722689646296e-06
"2025-08-01 02:15:00","b123",0.0,7.822567567927763e-06
"2025-08-01 02:30:00","b123",0.0,8.035324754018802e-06
"2025-08-01 02:45:00","b123",0.0,7.81255766924005e-06
"2025-08-01 03:00:00","b123",0.0,8.139925739669707e-06
"2025-08-01 03:15:00","b123",0.0,7.703514711465687e-06
"2025-08-01 03:30:00","b123",0.0,8.400067599723116e-06
"2025-08-01 03:45:00","b123",0.0,8.297445674543269e-06
"2025-08-01 04:00:00","b123",0.0,8.749332664592657e-06
"2025-08-01 04:15:00","b123",0.0,9.855220923782326e-06
"2025-08-01 04:30:00","b123",0.0,1.1704991266014986e-05
"2025-08-01 04:45:00","b123",0.0,1.2572010746225715e-05
"2025-08-01 05:00:00","b123",0.0,1.5349196473835036e-05
"2025-08-01 05:15:00","b123",0.0,1.4602112059947103e-05
"2025-08-01 05:30:00","b123",0.0,1.355717995465966e-05
"2025-08-01 05:45:00","b123",0.0,1.4794934941164684e-05
"2025-08-01 06:00:00","b123",0.0,1.538616925245151e-05
"2025-08-01 06:15:00","b123",0.0,1.6179019439732656e-05
"2025-08-01 06:30:00","b123",0.0,1.4090834156377241e-05
"2025-08-01 06:45:00","b123",0.0,1.408699608873576e-05
"2025-08-01 07:00:00","b123",0.0,1.443190558347851e-05
"2025-08-01 07:15:00","b123",0.0,1.4089173419051804e-05
"2025-08-01 07:30:00","b123",0.0,1.1846525922010187e-05
"2025-08-01 07:45:00","b123",0.0,1.105518367694458e-05
"2025-08-01 08:15:00","b123",0.14,9.042823876370676e-06
"2025-08-01 08:30:00","b123",0.0,0.10053030401468277
"2025-08-01 08:45:00","b123",0.0,0.03604524955153465
"2025-08-01 09:00:00","b123",0.0,0.09482527524232864
"2025-08-01 09:15:00","b123",0.0,0.021457843482494354
"2025-08-01 09:30:00","b123",0.0,0.006156144198030233
"2025-08-01 09:45:00","b123",0.0,0.002827160991728306
"2025-08-01 10:00:00","b123",0.0,0.008078341372311115
"2025-08-01 10:15:00","b123",0.0,0.008730646222829819
"2025-08-01 10:30:00","b123",0.0,0.014580413699150085
"2025-08-01 10:45:00","b123",0.0,0.00775652751326561
"2025-08-01 11:00:00","b123",0.0,0.009271685034036636
"2025-08-01 11:15:00","b123",0.0,0.00789470225572586
"2025-08-01 11:30:00","b123",0.0,0.012823138386011124
"2025-08-01 11:45:00","b123",0.0,0.013104932382702827
"2025-08-01 12:00:00","b123",0.0,0.012935234233736992
"2025-08-01 12:15:00","b123",0.0,0.009804786182940006
"2025-08-01 12:30:00","b123",0.0,0.010731188580393791
"2025-08-01 12:45:00","b123",0.0,0.006640973966568708
"2025-08-01 13:00:00","b123",0.0,0.010016186162829399
"2025-08-01 13:15:00","b123",0.0,0.004951009061187506
"2025-08-01 13:30:00","b123",0.0,0.005111112259328365
"2025-08-01 13:45:00","b123",0.0,0.003215388860553503
"2025-08-01 14:00:00","b123",0.0,0.010548857972025871
"2025-08-01 14:15:00","b123",0.0,0.003797758836299181
"2025-08-01 14:30:00","b123",0.0,0.004392568953335285
"2025-08-01 14:45:00","b123",0.0,0.0041816928423941135
"2025-08-01 15:00:00","b123",0.0,0.0
"2025-08-01 15:15:00","b123",0.0,0.0
"2025-08-01 15:30:00","b123",0.0,0.0
"2025-08-01 15:45:00","b123",0.0,0.0
"2025-08-01 16:00:00","b123",0.0,0.0
"2025-08-01 16:15:00","b123",0.0,0.0
"2025-08-01 16:30:00","b123",0.0,0.0
"2025-08-01 16:45:00","b123",0.0,0.0
"2025-08-01 17:00:00","b123",0.0,0.0
"2025-08-01 17:15:00","b123",0.0,0.0
"2025-08-01 17:30:00","b123",0.0,0.0
"2025-08-01 17:45:00","b123",0.0,0.0
"2025-08-01 18:00:00","b123",0.0,0.0
"2025-08-01 18:15:00","b123",0.0,0.0
"2025-08-01 18:30:00","b123",0.0,0.0
"2025-08-01 18:45:00","b123",0.0,0.0
"2025-08-01 19:00:00","b123",0.0,0.0
"2025-08-01 19:15:00","b123",0.0,0.0
"2025-08-01 19:30:00","b123",0.0,0.0
"2025-08-01 19:45:00","b123",0.0,0.0
"2025-08-01 20:00:00","b123",0.0,0.0
"2025-08-01 20:15:00","b123",0.0,0.0
"2025-08-01 20:30:00","b123",0.0,0.0
"2025-08-01 20:45:00","b123",0.0,0.0
"2025-08-01 21:00:00","b123",0.0,0.0
"2025-08-01 21:15:00","b123",0.0,0.0
"2025-08-01 21:30:00","b123",0.0,0.0
"2025-08-01 21:45:00","b123",0.0,0.0
"2025-08-01 22:00:00","b123",0.0,0.0
"2025-08-01 22:15:00","b123",0.0,0.0
"2025-08-01 22:30:00","b123",0.0,0.0
"2025-08-01 22:45:00","b123",0.0,0.0
"2025-08-01 23:00:00","b123",0.0,0.0
"2025-08-01 23:15:00","b123",0.0,0.0
"2025-08-01 23:30:00","b123",0.0,0.0
"2025-08-01 23:45:00","b123",0.0,0.0
"2025-08-02 00:00:00","b123",0.0,0.0
"2025-08-02 00:15:00","b123",0.0,0.0
"2025-08-02 00:30:00","b123",0.0,0.0
"2025-08-02 00:45:00","b123",0.0,0.0
"2025-08-02 01:00:00","b123",0.0,0.0
"2025-08-02 01:15:00","b123",0.0,0.0
"2025-08-02 01:30:00","b123",0.0,0.0
"2025-08-02 01:45:00","b123",0.0,0.0
"2025-08-02 02:00:00","b123",0.0,0.0
"2025-08-02 02:15:00","b123",0.0,0.0
"2025-08-02 02:30:00","b123",0.0,0.0
"2025-08-02 02:45:00","b123",0.0,0.0
"2025-08-02 03:00:00","b123",0.0,0.0
"2025-08-02 03:15:00","b123",0.0,0.0
"2025-08-02 03:30:00","b123",0.0,0.0
"2025-08-02 03:45:00","b123",0.0,0.0
"2025-08-02 04:00:00","b123",0.0,0.0
"2025-08-02 04:15:00","b123",0.0,0.0
"2025-08-02 04:30:00","b123",0.0,0.0
"2025-08-02 04:45:00","b123",0.0,0.0
"2025-08-02 05:00:00","b123",0.0,0.0
"2025-08-02 05:15:00","b123",0.0,0.0
"2025-08-02 05:30:00","b123",0.0,0.0
"2025-08-02 05:45:00","b123",0.0,0.0
"2025-08-02 06:00:00","b123",0.0,0.0
"2025-08-02 06:15:00","b123",0.0,0.0
"2025-08-02 06:30:00","b123",0.0,0.0
"2025-08-02 06:45:00","b123",0.0,0.0
"2025-08-02 07:00:00","b123",0.0,0.0
"2025-08-02 07:15:00","b123",0.0,0.0
"2025-08-02 07:30:00","b123",0.0,0.0
"2025-08-02 07:45:00","b123",0.0,0.0
"2025-08-02 08:00:00","b123",0.0,0.0
"2025-08-02 08:15:00","b123",0.0,0.0
"2025-08-02 08:30:00","b123",0.0,0.0
"2025-08-02 08:45:00","b123",0.0,0.0
"2025-08-02 09:00:00","b123",0.0,0.0
"2025-08-02 09:15:00","b123",0.0,0.0
"2025-08-02 09:30:00","b123",0.0,0.0
"2025-08-02 09:45:00","b123",0.0,0.0
"2025-08-02 10:00:00","b123",0.0,0.0
"2025-08-02 10:15:00","b123",0.0,0.0
"2025-08-02 10:30:00","b123",0.0,0.0
"2025-08-02 10:45:00","b123",0.0,0.0
"2025-08-02 11:00:00","b123",0.0,0.0
"2025-08-02 11:15:00","b123",0.0,0.0
"2025-08-02 11:30:00","b123",0.0,0.0
"2025-08-02 11:45:00","b123",0.0,0.0
"2025-08-02 12:00:00","b123",0.0,0.0
"2025-08-02 12:15:00","b123",0.0,0.0
"2025-08-02 12:30:00","b123",0.0,0.0
"2025-08-02 12:45:00","b123",0.0,0.0
"2025-08-02 13:00:00","b123",0.0,0.0
"2025-08-02 13:15:00","b123",0.0,0.0
"2025-08-02 13:30:00","b123",0.0,0.0
"2025-08-02 13:45:00","b123",0.0,0.0
"2025-08-02 14:00:00","b123",0.0,0.0
"2025-08-02 14:15:00","b123",0.0,0.0
"2025-08-02 14:30:00","b123",0.0,0.0
"2025-08-02 14:45:00","b123",0.0,0.0
"2025-08-02 15:00:00","b123",0.0,0.0
"2025-08-02 15:15:00","b123",0.0,0.0
"2025-08-02 15:30:00","b123",0.0,0.0
"2025-08-02 15:45:00","b123",0.0,0.0
"2025-08-02 16:00:00","b123",0.0,0.0
"2025-08-02 16:15:00","b123",0.0,0.0
"2025-08-02 16:30:00","b123",0.0,0.0
"2025-08-02 16:45:00","b123",0.0,0.0
"2025-08-02 17:00:00","b123",0.0,0.0
"2025-08-02 17:15:00","b123",0.0,0.0
"2025-08-02 17:30:00","b123",0.0,0.0
"2025-08-02 17:45:00","b123",0.0,0.0
"2025-08-02 18:00:00","b123",0.0,0.0
"2025-08-02 18:15:00","b123",0.0,0.0
"2025-08-02 18:30:00","b123",0.0,0.0
"2025-08-02 18:45:00","b123",0.0,0.0
"2025-08-02 19:00:00","b123",0.0,0.0
"2025-08-02 19:15:00","b123",0.0,0.0
"2025-08-02 19:30:00","b123",0.0,0.0
"2025-08-02 19:45:00","b123",0.0,0.0
"2025-08-02 20:00:00","b123",0.0,0.0
"2025-08-02 20:15:00","b123",0.0,0.0
"2025-08-02 20:30:00","b123",0.0,0.0
"2025-08-02 20:45:00","b123",0.0,0.0
"2025-08-02 21:00:00","b123",0.0,0.0
"2025-08-02 21:15:00","b123",0.0,0.0
"2025-08-02 21:30:00","b123",0.0,0.0
"2025-08-02 21:45:00","b123",0.0,0.0
"2025-08-02 22:00:00","b123",0.0,0.0
"2025-08-02 22:15:00","b123",0.0,0.0
"2025-08-02 22:30:00","b123",0.0,0.0
"2025-08-02 22:45:00","b123",0.0,0.0
"2025-08-02 23:00:00","b123",0.0,0.0
"2025-08-02 23:15:00","b123",0.0,0.0
"2025-08-02 23:30:00","b123",0.0,0.0
"2025-08-02 23:45:00","b123",0.0,0.0
"2025-08-03 00:00:00","b123",0.0,0.0
"2025-08-03 00:15:00","b123",0.0,0.0
"2025-08-03 00:30:00","b123",0.0,0.0
"2025-08-03 00:45:00","b123",0.0,0.0
"2025-08-03 01:00:00","b123",0.0,0.0
"2025-08-03 01:15:00","b123",0.0,0.0
"2025-08-03 01:30:00","b123",0.0,0.0
"2025-08-03 01:45:00","b123",0.0,0.0
"2025-08-03 02:00:00","b123",0.0,0.0
"2025-08-03 02:15:00","b123",0.0,0.0
"2025-08-03 02:30:00","b123",0.0,0.0
"2025-08-03 02:45:00","b123",0.0,0.0
"2025-08-03 03:00:00","b123",0.0,0.0
"2025-08-03 03:15:00","b123",0.0,0.0
"2025-08-03 03:30:00","b123",0.0,0.0
"2025-08-03 03:45:00","b123",0.0,0.0
"2025-08-03 04:00:00","b123",0.0,0.0
"2025-08-03 04:15:00","b123",0.0,0.0
"2025-08-03 04:30:00","b123",0.0,0.0
"2025-08-03 04:45:00","b123",0.0,0.0
"2025-08-03 05:00:00","b123",0.0,0.0
"2025-08-03 05:15:00","b123",0.0,0.0
"2025-08-03 05:30:00","b123",0.0,0.0
"2025-08-03 05:45:00","b123",0.0,0.0
"2025-08-03 06:00:00","b123",0.0,0.0
"2025-08-03 06:15:00","b123",0.0,0.0
"2025-08-03 06:30:00","b123",0.0,0.0
"2025-08-03 06:45:00","b123",0.0,0.0
"2025-08-03 07:00:00","b123",0.0,0.0
"2025-08-03 07:15:00","b123",0.0,0.0
"2025-08-03 07:30:00","b123",0.0,0.0
"2025-08-03 07:45:00","b123",0.0,0.0
"2025-08-03 08:00:00","b123",0.0,0.0
"2025-08-03 08:15:00","b123",0.0,0.0
"2025-08-03 08:30:00","b123",0.0,0.0
"2025-08-03 08:45:00","b123",0.0,0.0
"2025-08-03 09:00:00","b123",0.0,0.0
"2025-08-03 09:15:00","b123",0.0,0.0
"2025-08-03 09:30:00","b123",0.0,0.0
"2025-08-03 09:45:00","b123",0.0,0.0
"2025-08-03 10:00:00","b123",0.0,0.0
"2025-08-03 10:15:00","b123",0.0,0.0
"2025-08-03 10:30:00","b123",0.0,0.0
"2025-08-03 10:45:00","b123",0.0,0.0
"2025-08-03 11:00:00","b123",0.0,0.0
"2025-08-03 11:15:00","b123",0.0,0.0
"2025-08-03 11:30:00","b123",0.0,0.0
"2025-08-03 11:45:00","b123",0.0,0.0
"2025-08-03 12:00:00","b123",0.0,0.0
"2025-08-03 12:15:00","b123",0.0,0.0
"2025-08-03 12:30:00","b123",0.0,0.0
"2025-08-03 12:45:00","b123",0.0,0.0
"2025-08-03 13:00:00","b123",0.0,0.0
"2025-08-03 13:15:00","b123",0.0,0.0
"2025-08-03 13:30:00","b123",0.0,0.0
"2025-08-03 13:45:00","b123",0.0,0.0
"2025-08-03 14:00:00","b123",0.0,0.0
"2025-08-03 14:15:00","b123",0.0,0.0
"2025-08-03 14:30:00","b123",0.0,0.0
"2025-08-03 14:45:00","b123",0.0,0.0
"2025-08-03 15:00:00","b123",0.0,0.0
"2025-08-03 15:15:00","b123",0.0,0.0
"2025-08-03 15:30:00","b123",0.0,0.0
"2025-08-03 15:45:00","b123",0.0,0.0
"2025-08-03 16:00:00","b123",0.0,0.0
"2025-08-03 16:15:00","b123",0.0,0.0
"2025-08-03 16:30:00","b123",0.0,0.0
"2025-08-03 16:45:00","b123",0.0,0.0
"2025-08-03 17:00:00","b123",0.0,0.0
"2025-08-03 17:15:00","b123",0.0,0.0
"2025-08-03 17:30:00","b123",0.0,0.0
"2025-08-03 17:45:00","b123",0.0,0.0
"2025-08-03 18:00:00","b123",0.0,0.0
"2025-08-03 18:15:00","b123",0.0,0.0
"2025-08-03 18:30:00","b123",0.0,0.0
"2025-08-03 18:45:00","b123",0.0,0.0
"2025-08-03 19:00:00","b123",0.0,0.0
"2025-08-03 19:15:00","b123",0.0,0.0
"2025-08-03 19:30:00","b123",0.0,0.0
"2025-08-03 19:45:00","b123",0.0,0.0
"2025-08-03 20:00:00","b123",0.0,0.0
"2025-08-03 20:15:00","b123",0.0,0.0
"2025-08-03 20:30:00","b123",0.0,0.0
"2025-08-03 20:45:00","b123",0.0,0.0
"2025-08-03 21:00:00","b123",0.0,0.0
"2025-08-03 21:15:00","b123",0.0,0.0
"2025-08-03 21:30:00","b123",0.0,0.0
"2025-08-03 21:45:00","b123",0.0,0.0
"2025-08-03 22:00:00","b123",0.0,0.0
"2025-08-03 22:15:00","b123",0.0,0.0
"2025-08-03 22:30:00","b123",0.0,0.0
"2025-08-03 22:45:00","b123",0.0,0.0
"2025-08-03 23:00:00","b123",0.0,0.0
"2025-08-03 23:15:00","b123",0.0,0.0
"2025-08-03 23:30:00","b123",0.0,0.0
"2025-08-03 23:45:00","b123",0.0,0.0
"2025-08-04 00:00:00","b123",0.0,0.0
"2025-08-04 00:15:00","b123",0.0,0.0
"2025-08-04 00:30:00","b123",0.0,0.0
"2025-08-04 00:45:00","b123",0.0,0.0
"2025-08-04 01:00:00","b123",0.0,0.0
"2025-08-04 01:15:00","b123",0.0,0.0
"2025-08-04 01:30:00","b123",0.0,0.0
"2025-08-04 01:45:00","b123",0.0,0.0
"2025-08-04 02:00:00","b123",0.0,0.0
"2025-08-04 02:15:00","b123",0.0,0.0
"2025-08-04 02:30:00","b123",0.0,0.0
"2025-08-04 02:45:00","b123",0.0,0.0
"2025-08-04 03:00:00","b123",0.0,0.0
"2025-08-04 03:15:00","b123",0.0,0.0
"2025-08-04 03:30:00","b123",0.0,0.0
"2025-08-04 03:45:00","b123",0.0,0.0
"2025-08-04 04:00:00","b123",0.0,0.0
"2025-08-04 04:15:00","b123",0.0,0.0
"2025-08-04 04:30:00","b123",0.0,0.0
