date,t2m,sp,rh,pwv,tp
2025/5/1 0:00,23.6,995.6,59.35,11.33,0
2025/5/1 0:15,24.85,995.5,52.05,9.6,0
2025/5/1 0:30,26.05,995.4,47.65,12.09,0
2025/5/1 0:45,27.45,995.45,44.4,11.46,0
2025/5/1 1:00,28.85,995.4,39.25,10.17,0
2025/5/1 1:15,29.7,995.4,37.55,9.3,0
2025/5/1 1:30,29.8,995.4,38.6,11.03,0
2025/5/1 1:45,30.05,995.4,37.7,9.7,0
2025/5/1 2:00,30.65,995.3,33.45,8.63,0
2025/5/1 2:15,31.25,995.4,29.45,9.91,0
2025/5/1 2:30,31.6,995.3,28.7,2.4,0
2025/5/1 2:45,32.2,995.2,24.35,1.37,0
2025/5/1 3:00,32.25,995.2,23.65,5.07,0
2025/5/1 3:15,33.1,995.05,21.9,8.63,0
2025/5/1 3:30,33,994.85,20.3,8.83,0
2025/5/1 3:45,33.6,994.7,19.65,10.71,0
2025/5/1 4:00,33.8,994.55,21,14.27,0
2025/5/1 4:15,34.4,994.2,18.35,14.24,0
2025/5/1 4:30,34.3,993.95,16.5,15.08,0
2025/5/1 4:45,35,993.65,19.45,21.98,0
2025/5/1 5:00,35.2,993.5,19.05,26.77,0
2025/5/1 5:15,35.35,993.3,17.1,27.29,0
2025/5/1 5:30,36.3,992.9,19.4,19.98,0
2025/5/1 5:45,37.29,992.71,17.64,19.46,0
2025/5/1 6:00,35.8,992.3,16.4,18.92,0
2025/5/1 6:15,36.1,992.05,18.1,16.33,0
2025/5/1 6:30,36.55,991.7,18.05,14.05,0
2025/5/1 6:45,37.1,991.4,16.55,14.45,0
2025/5/1 7:00,36.4,991.2,17.7,15.07,0
2025/5/1 7:15,36.6,990.9,19.7,13.11,0
2025/5/1 7:30,36.45,990.6,20,13.84,0
2025/5/1 7:45,35.7,990.4,18.1,15.58,0
2025/5/1 8:00,36.15,990.3,17.5,25.11,0
2025/5/1 8:15,36.25,990.05,17.85,22.76,0
2025/5/1 8:30,35.75,990,17.65,18.79,0
2025/5/1 8:45,36,989.85,19.15,17.77,0
2025/5/1 9:00,35.5,989.8,19.3,19.3,0
2025/5/1 9:15,34.05,989.7,20.55,20.79,0
2025/5/1 9:30,33.2,989.7,21.4,22.5,0
2025/5/1 9:45,32.9,989.65,23.75,21.07,0
2025/5/1 10:00,32.4,989.6,24.55,21.05,0
2025/5/1 10:15,31.9,989.5,26.35,22.04,0
2025/5/1 10:30,31.4,989.6,30.2,25.76,0
2025/5/1 10:45,30.1,989.6,28.8,25.16,0
2025/5/1 11:00,29.5,989.7,34.95,21.15,0
2025/5/1 11:15,28.45,989.8,32.15,19.42,0
2025/5/1 11:30,28.2,989.8,30.75,19.35,0
2025/5/1 11:45,27.7,990,31.1,19.18,0
2025/5/1 12:00,27,990.1,54.25,19.02,0
2025/5/1 12:15,25.35,990.2,53.95,18.8,0
2025/5/1 12:30,23.7,990.4,56.9,23.08,0
2025/5/1 12:45,22.5,990.5,55.9,23.64,0
2025/5/1 13:00,21.8,990.6,63.3,20.51,0
2025/5/1 13:15,21.1,990.65,63,18.1,0
2025/5/1 13:30,20.9,990.7,58.85,17.22,0
2025/5/1 13:45,20.7,990.75,60.7,16.18,0
2025/5/1 14:00,20.6,990.8,59.3,17.2,0
2025/5/1 14:15,20.4,990.8,59.75,13.85,0
2025/5/1 14:30,20.25,990.75,62.35,12.45,0
2025/5/1 14:45,19.9,990.65,62.55,10.76,0
2025/5/1 15:00,19.7,990.6,65.9,13.32,0
2025/5/1 15:15,19.5,990.6,65,12.37,0
2025/5/1 15:30,19.2,990.6,67.7,12.18,0
2025/5/1 15:45,19,990.6,68.25,11.65,0
2025/5/1 16:00,18.5,990.4,68.85,12.04,0
2025/5/1 16:15,18.1,990.2,75.15,13.2,0
2025/5/1 16:30,17.9,990.05,73.25,15.06,0
2025/5/1 16:45,17.8,989.9,73.25,14.74,0
2025/5/1 17:00,17.8,989.8,73.85,13.66,0
2025/5/1 17:15,17.6,989.7,76.85,11.5,0
2025/5/1 17:30,17.5,989.6,75.85,13.86,0
2025/5/1 17:45,17.4,989.4,77.05,11.08,0
2025/5/1 18:00,17.4,989.3,80.4,10.29,0
2025/5/1 18:15,17.2,989.4,80.25,13.7,0
2025/5/1 18:30,17,989.35,77.45,17.61,0
2025/5/1 18:45,16.87,989.39,77.69,18.56,0
2025/5/1 19:00,16.8,989.35,78.95,19.29,0
2025/5/1 19:15,16.9,989.25,81.7,19.9,0
2025/5/1 19:30,16.6,989.1,83.5,20.96,0
2025/5/1 19:45,16.5,989.2,80.4,23.68,0
2025/5/1 20:00,16.5,989.2,80.9,15.88,0
2025/5/1 20:15,16.2,989.05,82.15,18.3,0
2025/5/1 20:30,15.85,989.1,81.05,20.79,0
2025/5/1 20:45,15.8,989.05,84.2,19.55,0
2025/5/1 21:00,15.9,988.95,83.85,17.37,0
2025/5/1 21:15,15.7,989.01,84.35,16.86,0
2025/5/1 21:30,15.7,989.1,86.15,16.52,0
2025/5/1 21:45,15.7,989.1,84.25,16.17,0
2025/5/1 22:00,15.7,989.05,82.1,18.35,0
2025/5/1 22:15,15.6,989.1,79.9,17.47,0
2025/5/1 22:30,15.4,989.2,81.6,20.06,0
2025/5/1 22:45,15.6,989.4,84.55,18.96,0
2025/5/1 23:00,16.35,989.56,85.88,22.47,0
2025/5/1 23:15,17.95,989.6,83.65,21.27,0
2025/5/1 23:30,19.95,989.45,74.4,19.14,0
2025/5/1 23:45,21.65,989.3,70.6,20.01,0
2025/5/2 0:00,23.5,989.2,62.6,23.72,0
2025/5/2 0:15,25.05,989,49.6,22.27,0
2025/5/2 0:30,26.65,989,47.9,24.25,0
2025/5/2 0:45,28,989,44,25.07,0
2025/5/2 1:00,29.3,989.1,43.15,24.84,0
2025/5/2 1:15,29.9,988.9,40.65,25.3,0
2025/5/2 1:30,30.05,988.85,41.1,24.71,0
2025/5/2 1:45,30.85,988.8,39.05,24.63,0
2025/5/2 2:00,30.9,988.65,37.1,25.18,0
2025/5/2 2:15,31.7,988.6,35.95,26.62,0
2025/5/2 2:30,31.9,988.45,34,33.13,0
2025/5/2 2:45,32.25,988.2,33.7,33.29,0
2025/5/2 3:00,32.8,987.95,32.2,23.84,0
2025/5/2 3:15,33,987.8,30.85,22.69,0
2025/5/2 3:30,33.4,987.6,30.35,22.58,0
2025/5/2 3:45,33.81,987.4,31.25,22.67,0
2025/5/2 4:00,35.04,987.08,30.01,39.87,0
2025/5/2 4:15,35.2,986.7,28.8,40.03,0
2025/5/2 4:30,35.9,986.3,27.05,36.76,0
2025/5/2 4:45,35.5,985.95,25.9,33.93,0
2025/5/2 5:00,35.5,985.65,26.75,32.46,0
2025/5/2 5:15,36,985.3,25.05,34.8,0
2025/5/2 5:30,37.05,985,22.85,31.54,0
2025/5/2 5:45,36.85,984.7,23.9,30.08,0
2025/5/2 6:00,37,984.3,21.8,31.77,0
2025/5/2 6:15,36.4,984.05,26.15,33.68,0
2025/5/2 6:30,35.8,983.7,28.75,32.76,0
2025/5/2 6:45,35.5,983.35,28.2,33.69,0
2025/5/2 7:00,35.5,983,31.7,33.95,0
2025/5/2 7:15,35.6,982.9,27.8,34.17,0
2025/5/2 7:30,35.6,982.7,30.05,35.13,0
2025/5/2 7:45,35.4,982.4,31.85,36.75,0
2025/5/2 8:00,35.4,982.3,30.15,29.57,0
2025/5/2 8:15,35.1,982.1,28.85,28.49,0
2025/5/2 8:30,34.7,982,31.05,25.57,0
2025/5/2 8:45,34.3,982,30.95,25.15,0
2025/5/2 9:00,34,981.9,31.9,22.97,0
