"predict_time","device","real_rainfall_transient","predict_rainfall"
"2025-08-01 00:00:00","b121",0.0,0.0
"2025-08-01 00:15:00","b121",0.0,0.00895426794886589
"2025-08-01 00:30:00","b121",0.0,0.004332071635872126
"2025-08-01 00:45:00","b121",0.0,0.0017513709608465433
"2025-08-01 01:00:00","b121",0.0,-0.0013182268012315035
"2025-08-01 01:15:00","b121",0.0,0.0046034143306314945
"2025-08-01 01:30:00","b121",0.0,-0.004947987385094166
"2025-08-01 01:45:00","b121",0.0,-0.004704338498413563
"2025-08-01 02:00:00","b121",0.0,-0.005406769923865795
"2025-08-01 02:15:00","b121",0.0,-0.0034340552520006895
"2025-08-01 02:30:00","b121",0.0,0.001082938862964511
"2025-08-01 02:45:00","b121",0.0,0.00869185570627451
"2025-08-01 03:00:00","b121",0.0,0.01972641423344612
"2025-08-01 03:15:00","b121",0.0,0.0324387401342392
"2025-08-01 03:30:00","b121",0.0,0.032271672040224075
"2025-08-01 03:45:00","b121",0.0,0.04525455832481384
"2025-08-01 04:00:00","b121",0.0,0.03681780770421028
"2025-08-01 04:15:00","b121",0.0,0.03731674328446388
"2025-08-01 04:30:00","b121",0.0,2.427793515380472e-05
"2025-08-01 04:45:00","b121",0.0,2.207155012001749e-05
"2025-08-01 05:00:00","b121",0.0,1.8108112271875143e-05
"2025-08-01 05:15:00","b121",0.0,1.4411347365239635e-05
"2025-08-01 05:30:00","b121",0.0,1.4303703210316598e-05
"2025-08-01 05:45:00","b121",0.0,1.5717901987954974e-05
"2025-08-01 06:00:00","b121",0.0,1.4042516340850852e-05
"2025-08-01 06:15:00","b121",0.0,1.68604983628029e-05
"2025-08-01 06:30:00","b121",0.0,1.6813337424537167e-05
"2025-08-01 06:45:00","b121",0.0,1.2518280527729075e-05
"2025-08-01 07:00:00","b121",0.0,1.3461716662277468e-05
"2025-08-01 07:15:00","b121",0.0,1.0513392226130236e-05
"2025-08-01 07:30:00","b121",0.0,1.0157883480133023e-05
"2025-08-01 07:45:00","b121",0.0,1.0632408702804241e-05
"2025-08-01 08:15:00","b121",0.0,1.2051553312630858e-05
"2025-08-01 08:30:00","b121",0.0,1.2461693586374167e-05
"2025-08-01 08:45:00","b121",0.0,1.7206722986884415e-05
"2025-08-01 09:00:00","b121",0.0,1.9088751287199557e-05
"2025-08-01 09:15:00","b121",0.0,1.5757172150188126e-05
"2025-08-01 09:30:00","b121",0.0,1.245552357431734e-05
"2025-08-01 09:45:00","b121",0.0,9.381181371281855e-06
"2025-08-01 10:00:00","b121",0.0,9.119956303038634e-06
"2025-08-01 10:15:00","b121",0.0,8.862481990945525e-06
"2025-08-01 10:30:00","b121",0.0,1.0414159987703897e-05
"2025-08-01 10:45:00","b121",0.0,8.534446351404767e-06
"2025-08-01 11:00:00","b121",0.0,8.3170061770943e-06
"2025-08-01 11:15:00","b121",0.0,8.398591489822138e-06
"2025-08-01 11:30:00","b121",0.0,8.194580914278049e-06
"2025-08-01 11:45:00","b121",0.0,8.52238190418575e-06
"2025-08-01 12:00:00","b121",0.0,8.646471542306244e-06
"2025-08-01 12:15:00","b121",0.0,8.403529136558063e-06
"2025-08-01 12:30:00","b121",0.0,9.01563271327177e-06
