sid,lon,lat,datetime,wind_speed,wind_direction,temperature,humidity,pressure,rain1h
57313,106.767,31.867,2025-12-18 03:00:00+00:00,1.2,146.0,8.8,88.0,957.0,0.0
57313,106.767,31.867,2025-12-18 02:00:00+00:00,0.6,208.0,8.2,94.0,957.0,0.0
57313,106.767,31.867,2025-12-18 01:00:00+00:00,0.7,124.0,7.0,97.0,957.0,0.0
57313,106.767,31.867,2025-12-18 00:00:00+00:00,0.5,143.0,6.6,98.0,957.0,0.0
57313,106.767,31.867,2025-12-17 23:00:00+00:00,1.2,315.0,6.5,98.0,957.0,0.0
57313,106.767,31.867,2025-12-17 22:00:00+00:00,0.5,155.0,6.5,95.0,957.0,0.0
57313,106.767,31.867,2025-12-17 21:00:00+00:00,0.5,20.0,6.4,96.0,957.0,0.0
57313,106.767,31.867,2025-12-17 20:00:00+00:00,0.7,276.0,6.4,96.0,958.0,0.0
57313,106.767,31.867,2025-12-17 19:00:00+00:00,0.7,290.0,6.3,95.0,958.0,0.0
57313,106.767,31.867,2025-12-17 18:00:00+00:00,0.7,51.0,6.2,94.0,959.0,0.0
57313,106.767,31.867,2025-12-17 17:00:00+00:00,1.7,312.0,6.1,95.0,959.0,0.0
57313,106.767,31.867,2025-12-17 16:00:00+00:00,0.8,211.0,6.4,94.0,960.0,0.0
57313,106.767,31.867,2025-12-17 15:00:00+00:00,2.5,23.0,6.3,93.0,960.0,0.0
57313,106.767,31.867,2025-12-17 14:00:00+00:00,2.9,357.0,6.3,95.0,960.0,0.0
57313,106.767,31.867,2025-12-17 13:00:00+00:00,2.7,360.0,6.3,95.0,961.0,0.0
57313,106.767,31.867,2025-12-17 12:00:00+00:00,2.4,343.0,6.5,94.0,961.0,0.0
57313,106.767,31.867,2025-12-17 11:00:00+00:00,1.8,354.0,7.1,94.0,960.0,0.0
57313,106.767,31.867,2025-12-17 10:00:00+00:00,1.1,186.0,8.4,85.0,960.0,0.0
57303,105.917,31.733,2025-12-18 09:00:00+00:00,1.2,152.0,13.3,61.0,961.0,0.0
57303,105.917,31.733,2025-12-18 08:00:00+00:00,1.3,118.0,13.7,63.0,961.0,0.0
57303,105.917,31.733,2025-12-18 07:00:00+00:00,0.8,354.0,14.0,60.0,962.0,0.0
57303,105.917,31.733,2025-12-18 06:00:00+00:00,1.8,155.0,14.1,55.0,963.0,0.0
57303,105.917,31.733,2025-12-18 05:00:00+00:00,1.7,200.0,12.9,66.0,964.0,0.0
57303,105.917,31.733,2025-12-18 04:00:00+00:00,1.3,166.0,10.9,80.0,966.0,0.0
57303,105.917,31.733,2025-12-18 03:00:00+00:00,1.6,338.0,9.4,88.0,968.0,0.0
57303,105.917,31.733,2025-12-18 02:00:00+00:00,1.1,349.0,8.4,93.0,968.0,0.0
57303,105.917,31.733,2025-12-18 01:00:00+00:00,1.2,338.0,7.7,96.0,968.0,0.0
57303,105.917,31.733,2025-12-18 00:00:00+00:00,0.9,349.0,7.2,96.0,968.0,0.0
57303,105.917,31.733,2025-12-17 23:00:00+00:00,0.5,28.0,7.2,97.0,968.0,0.0
57303,105.917,31.733,2025-12-17 22:00:00+00:00,1.3,326.0,7.1,97.0,968.0,0.0
57303,105.917,31.733,2025-12-17 21:00:00+00:00,0.9,6.0,7.0,97.0,968.0,0.0
57303,105.917,31.733,2025-12-17 20:00:00+00:00,1.4,295.0,6.9,97.0,969.0,0.0
57303,105.917,31.733,2025-12-17 19:00:00+00:00,1.0,338.0,6.7,97.0,969.0,0.0
57303,105.917,31.733,2025-12-17 18:00:00+00:00,0.1,9999.0,6.4,96.0,970.0,0.0
57303,105.917,31.733,2025-12-17 17:00:00+00:00,0.9,298.0,7.0,96.0,970.0,0.0
57303,105.917,31.733,2025-12-17 16:00:00+00:00,0.9,340.0,7.2,95.0,971.0,0.0
57303,105.917,31.733,2025-12-17 15:00:00+00:00,0.7,332.0,7.5,94.0,971.0,0.0
57303,105.917,31.733,2025-12-17 14:00:00+00:00,0.4,11.0,7.9,94.0,971.0,0.0
57303,105.917,31.733,2025-12-17 13:00:00+00:00,1.1,8.0,8.1,92.0,972.0,0.0
57303,105.917,31.733,2025-12-17 12:00:00+00:00,0.8,315.0,8.8,89.0,972.0,0.0
57303,105.917,31.733,2025-12-17 11:00:00+00:00,0.8,298.0,9.6,81.0,971.0,0.0
57303,105.917,31.733,2025-12-17 10:00:00+00:00,0.5,239.0,11.0,73.0,971.0,0.0
57298,114.55,32.217,2025-12-18 09:00:00+00:00,4.0,177.0,13.7,55.0,1010.0,0.0
57298,114.55,32.217,2025-12-18 08:00:00+00:00,2.6,215.0,15.1,46.0,1010.0,0.0
57298,114.55,32.217,2025-12-18 07:00:00+00:00,4.0,244.0,15.5,46.0,1011.0,0.0
57298,114.55,32.217,2025-12-18 06:00:00+00:00,5.3,188.0,14.8,51.0,1011.0,0.0
57298,114.55,32.217,2025-12-18 05:00:00+00:00,4.7,189.0,14.1,55.0,1012.0,0.0
57298,114.55,32.217,2025-12-18 04:00:00+00:00,2.5,189.0,11.8,67.0,1014.0,0.0
57298,114.55,32.217,2025-12-18 03:00:00+00:00,1.3,132.0,8.0,82.0,1016.0,0.0
57298,114.55,32.217,2025-12-18 02:00:00+00:00,1.3,172.0,4.4,100.0,1017.0,0.0
57298,114.55,32.217,2025-12-18 01:00:00+00:00,1.5,158.0,1.7,100.0,1017.0,0.0
57298,114.55,32.217,2025-12-18 00:00:00+00:00,2.1,144.0,0.9,99.0,1017.0,0.0
57298,114.55,32.217,2025-12-17 23:00:00+00:00,1.3,166.0,1.2,99.0,1017.0,0.0
57298,114.55,32.217,2025-12-17 22:00:00+00:00,1.1,162.0,0.6,99.0,1017.0,0.0
57298,114.55,32.217,2025-12-17 21:00:00+00:00,1.0,146.0,0.5,99.0,1017.0,0.0
57298,114.55,32.217,2025-12-17 20:00:00+00:00,0.4,106.0,-0.8,98.0,1018.0,0.0
57298,114.55,32.217,2025-12-17 19:00:00+00:00,0.2,9999.0,-0.9,97.0,1019.0,0.0
57298,114.55,32.217,2025-12-17 18:00:00+00:00,0.3,141.0,0.2,95.0,1019.0,0.0
57298,114.55,32.217,2025-12-17 17:00:00+00:00,0.2,9999.0,0.9,95.0,1020.0,0.0
57298,114.55,32.217,2025-12-17 16:00:00+00:00,0.2,9999.0,2.1,95.0,1021.0,0.0
57298,114.55,32.217,2025-12-17 15:00:00+00:00,0.1,9999.0,2.9,93.0,1021.0,0.0
57298,114.55,32.217,2025-12-17 14:00:00+00:00,0.3,264.0,3.3,92.0,1022.0,0.0
57298,114.55,32.217,2025-12-17 13:00:00+00:00,0.0,9999.0,4.0,91.0,1022.0,0.0
57298,114.55,32.217,2025-12-17 12:00:00+00:00,0.4,53.0,4.4,90.0,1023.0,0.0
57298,114.55,32.217,2025-12-17 11:00:00+00:00,0.2,9999.0,5.2,84.0,1023.0,0.0
57298,114.55,32.217,2025-12-17 10:00:00+00:00,1.0,48.0,6.5,79.0,1023.0,0.0
57343,109.533,31.9,2025-12-18 09:00:00+00:00,3.6,200.0,13.2,49.0,900.0,0.0
57343,109.533,31.9,2025-12-18 08:00:00+00:00,3.7,177.0,14.7,44.0,900.0,0.0
57343,109.533,31.9,2025-12-18 07:00:00+00:00,6.6,222.0,15.2,42.0,900.0,0.0
57343,109.533,31.9,2025-12-18 06:00:00+00:00,2.7,138.0,15.4,42.0,901.0,0.0
57343,109.533,31.9,2025-12-18 05:00:00+00:00,3.0,166.0,14.8,43.0,902.0,0.0
57343,109.533,31.9,2025-12-18 04:00:00+00:00,6.8,281.0,14.4,44.0,904.0,0.0
57343,109.533,31.9,2025-12-18 03:00:00+00:00,3.1,211.0,10.9,56.0,905.0,0.0
57343,109.533,31.9,2025-12-18 02:00:00+00:00,5.2,205.0,6.4,71.0,906.0,0.0
57343,109.533,31.9,2025-12-18 01:00:00+00:00,6.1,183.0,4.5,77.0,906.0,0.0
57343,109.533,31.9,2025-12-18 00:00:00+00:00,3.2,225.0,2.6,86.0,907.0,0.0
57343,109.533,31.9,2025-12-17 23:00:00+00:00,3.3,245.0,3.2,82.0,907.0,0.0
57343,109.533,31.9,2025-12-17 22:00:00+00:00,7.1,194.0,3.9,78.0,907.0,0.0
57343,109.533,31.9,2025-12-17 21:00:00+00:00,6.5,200.0,4.7,73.0,907.0,0.0
57343,109.533,31.9,2025-12-17 20:00:00+00:00,6.3,203.0,4.9,71.0,907.0,0.0
57343,109.533,31.9,2025-12-17 19:00:00+00:00,8.0,217.0,4.7,72.0,908.0,0.0
57343,109.533,31.9,2025-12-17 18:00:00+00:00,7.4,219.0,4.6,72.0,909.0,0.0
57343,109.533,31.9,2025-12-17 17:00:00+00:00,5.3,197.0,5.0,70.0,909.0,0.0
57343,109.533,31.9,2025-12-17 16:00:00+00:00,4.3,200.0,5.1,69.0,910.0,0.0
57343,109.533,31.9,2025-12-17 15:00:00+00:00,4.0,197.0,5.2,68.0,911.0,0.0
57343,109.533,31.9,2025-12-17 14:00:00+00:00,2.6,200.0,4.9,70.0,911.0,0.0
57343,109.533,31.9,2025-12-17 13:00:00+00:00,1.5,197.0,5.5,66.0,911.0,0.0
57343,109.533,31.9,2025-12-17 12:00:00+00:00,0.9,174.0,6.9,58.0,911.0,0.0
57343,109.533,31.9,2025-12-17 11:00:00+00:00,1.4,62.0,8.9,50.0,910.0,0.0
57343,109.533,31.9,2025-12-17 10:00:00+00:00,1.7,48.0,11.5,40.0,910.0,0.0
57361,111.267,31.883,2025-12-18 09:00:00+00:00,0.1,9999.0,15.0,50.0,974.0,0.0
57361,111.267,31.883,2025-12-18 08:00:00+00:00,1.3,203.0,17.9,39.0,975.0,0.0
57361,111.267,31.883,2025-12-18 07:00:00+00:00,1.8,163.0,18.2,37.0,975.0,0.0
57361,111.267,31.883,2025-12-18 06:00:00+00:00,1.0,177.0,16.5,41.0,976.0,0.0
57361,111.267,31.883,2025-12-18 05:00:00+00:00,0.8,326.0,13.6,48.0,978.0,0.0
57361,111.267,31.883,2025-12-18 04:00:00+00:00,0.6,138.0,10.8,53.0,980.0,0.0
57361,111.267,31.883,2025-12-18 03:00:00+00:00,1.0,228.0,6.9,68.0,982.0,0.0
57361,111.267,31.883,2025-12-18 02:00:00+00:00,0.9,129.0,4.2,84.0,984.0,0.0
57361,111.267,31.883,2025-12-18 01:00:00+00:00,1.3,253.0,2.2,92.0,984.0,0.0
57361,111.267,31.883,2025-12-18 00:00:00+00:00,0.8,217.0,1.5,94.0,984.0,0.0
57361,111.267,31.883,2025-12-17 23:00:00+00:00,0.8,236.0,1.8,93.0,984.0,0.0
57361,111.267,31.883,2025-12-17 22:00:00+00:00,1.0,360.0,2.0,91.0,984.0,0.0
57361,111.267,31.883,2025-12-17 21:00:00+00:00,0.9,304.0,2.2,91.0,984.0,0.0
57361,111.267,31.883,2025-12-17 20:00:00+00:00,0.9,332.0,2.5,90.0,985.0,0.0
57361,111.267,31.883,2025-12-17 19:00:00+00:00,0.5,37.0,2.9,87.0,985.0,0.0
57361,111.267,31.883,2025-12-17 18:00:00+00:00,0.3,132.0,3.3,86.0,986.0,0.0
57361,111.267,31.883,2025-12-17 17:00:00+00:00,0.2,9999.0,3.8,83.0,986.0,0.0
57361,111.267,31.883,2025-12-17 16:00:00+00:00,0.8,281.0,4.2,82.0,987.0,0.0
57361,111.267,31.883,2025-12-17 15:00:00+00:00,0.6,357.0,4.8,78.0,988.0,0.0
57361,111.267,31.883,2025-12-17 14:00:00+00:00,0.0,9999.0,5.5,75.0,988.0,0.0
57361,111.267,31.883,2025-12-17 13:00:00+00:00,1.2,338.0,6.3,71.0,988.0,0.0
57361,111.267,31.883,2025-12-17 12:00:00+00:00,1.1,23.0,7.3,67.0,988.0,0.0
57361,111.267,31.883,2025-12-17 11:00:00+00:00,0.8,98.0,8.6,62.0,988.0,0.0
57361,111.267,31.883,2025-12-17 10:00:00+00:00,1.6,37.0,10.6,55.0,988.0,0.0
57314,106.067,31.35,2025-12-18 09:00:00+00:00,0.1,9999.0,13.5,59.0,967.0,0.0
57314,106.067,31.35,2025-12-18 08:00:00+00:00,0.8,197.0,14.1,57.0,968.0,0.0
57314,106.067,31.35,2025-12-18 07:00:00+00:00,0.8,17.0,14.3,57.0,968.0,0.0
57314,106.067,31.35,2025-12-18 06:00:00+00:00,0.9,343.0,13.9,59.0,969.0,0.0
57314,106.067,31.35,2025-12-18 05:00:00+00:00,1.1,360.0,12.7,67.0,971.0,0.0
57314,106.067,31.35,2025-12-18 04:00:00+00:00,1.1,287.0,11.4,70.0,973.0,0.0
57314,106.067,31.35,2025-12-18 03:00:00+00:00,1.7,53.0,9.9,77.0,974.0,0.0
57314,106.067,31.35,2025-12-18 02:00:00+00:00,1.4,25.0,9.2,81.0,974.0,0.0
57314,106.067,31.35,2025-12-18 01:00:00+00:00,1.5,354.0,8.6,83.0,974.0,0.0
57314,106.067,31.35,2025-12-18 00:00:00+00:00,1.6,8.0,8.3,85.0,974.0,0.0
57314,106.067,31.35,2025-12-17 23:00:00+00:00,1.8,20.0,8.3,86.0,974.0,0.0
57314,106.067,31.35,2025-12-17 22:00:00+00:00,1.9,11.0,8.3,86.0,974.0,0.0
57314,106.067,31.35,2025-12-17 21:00:00+00:00,1.4,357.0,8.2,86.0,974.0,0.0
57314,106.067,31.35,2025-12-17 20:00:00+00:00,1.8,357.0,8.1,87.0,975.0,0.0
57314,106.067,31.35,2025-12-17 19:00:00+00:00,1.1,8.0,8.1,86.0,975.0,0.0
57314,106.067,31.35,2025-12-17 18:00:00+00:00,2.1,11.0,8.1,88.0,976.0,0.0
57314,106.067,31.35,2025-12-17 17:00:00+00:00,2.0,6.0,8.0,88.0,976.0,0.0
57314,106.067,31.35,2025-12-17 16:00:00+00:00,1.1,354.0,8.1,88.0,977.0,0.0
57314,106.067,31.35,2025-12-17 15:00:00+00:00,1.5,6.0,8.3,86.0,977.0,0.0
57314,106.067,31.35,2025-12-17 14:00:00+00:00,1.5,11.0,8.4,84.0,978.0,0.0
57314,106.067,31.35,2025-12-17 13:00:00+00:00,1.2,23.0,8.9,82.0,978.0,0.0
57314,106.067,31.35,2025-12-17 12:00:00+00:00,1.0,11.0,9.5,77.0,978.0,0.0
57314,106.067,31.35,2025-12-17 11:00:00+00:00,0.7,6.0,10.5,70.0,978.0,0.0
57314,106.067,31.35,2025-12-17 10:00:00+00:00,0.8,326.0,11.5,63.0,977.0,0.0
57294,114.017,32.833,2025-12-18 09:00:00+00:00,3.3,188.0,13.6,48.0,1001.0,0.0
57294,114.017,32.833,2025-12-18 08:00:00+00:00,6.5,195.0,14.7,44.0,1002.0,0.0
57294,114.017,32.833,2025-12-18 07:00:00+00:00,4.9,190.0,14.9,44.0,1002.0,0.0
57294,114.017,32.833,2025-12-18 06:00:00+00:00,3.2,152.0,14.3,45.0,1003.0,0.0
57294,114.017,32.833,2025-12-18 05:00:00+00:00,2.4,196.0,13.0,51.0,1005.0,0.0
57294,114.017,32.833,2025-12-18 04:00:00+00:00,1.1,154.0,9.9,66.0,1006.0,0.0
57294,114.017,32.833,2025-12-18 03:00:00+00:00,2.3,122.0,7.3,82.0,1008.0,0.0
57294,114.017,32.833,2025-12-18 02:00:00+00:00,1.3,193.0,2.3,98.0,1009.0,0.0
57294,114.017,32.833,2025-12-18 01:00:00+00:00,1.4,230.0,1.1,98.0,1009.0,0.0
57294,114.017,32.833,2025-12-18 00:00:00+00:00,2.9,266.0,-0.3,97.0,1009.0,0.0
57294,114.017,32.833,2025-12-17 23:00:00+00:00,2.3,267.0,-0.5,97.0,1009.0,0.0
57294,114.017,32.833,2025-12-17 22:00:00+00:00,2.8,290.0,0.2,97.0,1009.0,0.0
57294,114.017,32.833,2025-12-17 21:00:00+00:00,2.6,282.0,0.2,97.0,1010.0,0.0
57294,114.017,32.833,2025-12-17 20:00:00+00:00,2.5,280.0,0.7,97.0,1010.0,0.0
57294,114.017,32.833,2025-12-17 19:00:00+00:00,1.8,307.0,0.6,96.0,1011.0,0.0
57294,114.017,32.833,2025-12-17 18:00:00+00:00,1.5,289.0,0.9,95.0,1012.0,0.0
57294,114.017,32.833,2025-12-17 17:00:00+00:00,1.2,318.0,0.8,95.0,1012.0,0.0
57294,114.017,32.833,2025-12-17 16:00:00+00:00,2.0,316.0,0.7,93.0,1013.0,0.0
57294,114.017,32.833,2025-12-17 15:00:00+00:00,1.6,313.0,1.2,91.0,1014.0,0.0
57294,114.017,32.833,2025-12-17 14:00:00+00:00,3.4,332.0,1.4,88.0,1014.0,0.0
57294,114.017,32.833,2025-12-17 13:00:00+00:00,2.6,331.0,1.9,83.0,1015.0,0.0
57294,114.017,32.833,2025-12-17 12:00:00+00:00,3.0,331.0,2.3,78.0,1015.0,0.0
57294,114.017,32.833,2025-12-17 11:00:00+00:00,2.7,336.0,3.5,72.0,1015.0,0.0
57294,114.017,32.833,2025-12-17 10:00:00+00:00,0.2,9999.0,6.1,60.0,1015.0,0.0
57320,107.217,31.933,2025-12-18 09:00:00+00:00,1.2,107.0,13.6,63.0,958.0,0.0
57320,107.217,31.933,2025-12-18 08:00:00+00:00,0.9,203.0,13.9,61.0,959.0,0.0
57320,107.217,31.933,2025-12-18 07:00:00+00:00,1.0,113.0,13.8,59.0,959.0,0.0
57320,107.217,31.933,2025-12-18 06:00:00+00:00,1.0,169.0,13.2,64.0,961.0,0.0
57320,107.217,31.933,2025-12-18 05:00:00+00:00,0.8,180.0,11.5,71.0,962.0,0.0
57320,107.217,31.933,2025-12-18 04:00:00+00:00,0.8,301.0,9.1,85.0,964.0,0.0
57320,107.217,31.933,2025-12-18 03:00:00+00:00,1.1,301.0,7.7,92.0,965.0,0.0
57320,107.217,31.933,2025-12-18 02:00:00+00:00,1.5,295.0,6.9,96.0,965.0,0.0
57320,107.217,31.933,2025-12-18 01:00:00+00:00,1.1,295.0,6.1,98.0,965.0,0.0
57320,107.217,31.933,2025-12-18 00:00:00+00:00,1.2,335.0,5.8,98.0,965.0,0.0
57320,107.217,31.933,2025-12-17 23:00:00+00:00,0.7,323.0,5.7,98.0,965.0,0.0
57320,107.217,31.933,2025-12-17 22:00:00+00:00,1.4,338.0,5.6,98.0,965.0,0.0
57320,107.217,31.933,2025-12-17 21:00:00+00:00,1.5,335.0,5.5,98.0,966.0,0.0
57320,107.217,31.933,2025-12-17 20:00:00+00:00,1.6,315.0,5.4,98.0,966.0,0.0
57320,107.217,31.933,2025-12-17 19:00:00+00:00,0.8,338.0,5.3,99.0,967.0,0.0
57320,107.217,31.933,2025-12-17 18:00:00+00:00,1.2,281.0,5.2,98.0,968.0,0.0
57320,107.217,31.933,2025-12-17 17:00:00+00:00,0.8,284.0,5.2,97.0,968.0,0.0
57320,107.217,31.933,2025-12-17 16:00:00+00:00,1.3,338.0,5.5,97.0,969.0,0.0
57320,107.217,31.933,2025-12-17 15:00:00+00:00,0.7,17.0,5.7,97.0,969.0,0.0
57320,107.217,31.933,2025-12-17 14:00:00+00:00,1.0,96.0,6.0,96.0,969.0,0.0
57320,107.217,31.933,2025-12-17 13:00:00+00:00,1.4,329.0,6.3,96.0,969.0,0.0
57320,107.217,31.933,2025-12-17 12:00:00+00:00,1.0,326.0,7.0,94.0,969.0,0.0
57320,107.217,31.933,2025-12-17 11:00:00+00:00,0.0,9999.0,8.1,90.0,969.0,0.0
57320,107.217,31.933,2025-12-17 10:00:00+00:00,0.5,186.0,9.4,84.0,968.0,0.0
57307,105.083,31.1,2025-12-18 09:00:00+00:00,1.2,116.0,12.7,69.0,961.0,0.0
57307,105.083,31.1,2025-12-18 08:00:00+00:00,2.0,130.0,13.1,66.0,961.0,0.0
57307,105.083,31.1,2025-12-18 07:00:00+00:00,2.6,125.0,14.2,57.0,962.0,0.0
57307,105.083,31.1,2025-12-18 06:00:00+00:00,2.3,190.0,13.9,55.0,963.0,0.0
57307,105.083,31.1,2025-12-18 05:00:00+00:00,0.5,159.0,11.9,68.0,964.0,0.0
57307,105.083,31.1,2025-12-18 04:00:00+00:00,0.6,40.0,9.1,97.0,966.0,0.0
57307,105.083,31.1,2025-12-18 03:00:00+00:00,1.1,343.0,6.4,99.0,968.0,0.0
57307,105.083,31.1,2025-12-18 02:00:00+00:00,1.5,283.0,5.2,99.0,968.0,0.0
57307,105.083,31.1,2025-12-18 01:00:00+00:00,0.6,272.0,4.8,99.0,968.0,0.1
57307,105.083,31.1,2025-12-18 00:00:00+00:00,0.1,9999.0,4.3,98.0,968.0,0.0
57307,105.083,31.1,2025-12-17 23:00:00+00:00,0.1,9999.0,4.3,98.0,968.0,0.0
57307,105.083,31.1,2025-12-17 22:00:00+00:00,0.8,320.0,4.2,98.0,968.0,0.0
57307,105.083,31.1,2025-12-17 21:00:00+00:00,1.2,3.0,4.3,98.0,968.0,0.0
57307,105.083,31.1,2025-12-17 20:00:00+00:00,1.1,9.0,5.5,97.0,969.0,0.0
57307,105.083,31.1,2025-12-17 19:00:00+00:00,0.0,9999.0,5.8,96.0,969.0,0.0
57307,105.083,31.1,2025-12-17 18:00:00+00:00,0.6,252.0,6.2,95.0,969.0,0.0
57307,105.083,31.1,2025-12-17 17:00:00+00:00,0.5,88.0,6.5,94.0,970.0,0.0
57307,105.083,31.1,2025-12-17 16:00:00+00:00,1.2,102.0,7.0,93.0,971.0,0.0
57307,105.083,31.1,2025-12-17 15:00:00+00:00,0.9,99.0,7.6,92.0,971.0,0.0
57307,105.083,31.1,2025-12-17 14:00:00+00:00,1.3,102.0,8.3,89.0,971.0,0.0
57307,105.083,31.1,2025-12-17 13:00:00+00:00,1.3,133.0,9.2,85.0,971.0,0.0
57307,105.083,31.1,2025-12-17 12:00:00+00:00,0.7,306.0,10.4,74.0,971.0,0.0
57307,105.083,31.1,2025-12-17 11:00:00+00:00,0.8,289.0,11.4,70.0,971.0,0.0
57307,105.083,31.1,2025-12-17 10:00:00+00:00,1.3,88.0,12.4,64.0,970.0,0.0
57318,106.567,31.083,2025-12-18 09:00:00+00:00,0.7,53.0,14.0,67.0,967.0,0.0
57318,106.567,31.083,2025-12-18 08:00:00+00:00,1.4,28.0,14.4,67.0,968.0,0.0
57318,106.567,31.083,2025-12-18 07:00:00+00:00,1.3,354.0,14.4,66.0,968.0,0.0
57318,106.567,31.083,2025-12-18 06:00:00+00:00,1.2,287.0,13.9,68.0,969.0,0.0
57318,106.567,31.083,2025-12-18 05:00:00+00:00,2.5,357.0,13.8,69.0,971.0,0.0
57318,106.567,31.083,2025-12-18 04:00:00+00:00,2.2,329.0,13.2,73.0,972.0,0.0
57318,106.567,31.083,2025-12-18 03:00:00+00:00,1.4,42.0,12.5,75.0,973.0,0.0
57318,106.567,31.083,2025-12-18 02:00:00+00:00,1.5,53.0,10.9,87.0,974.0,0.0
57318,106.567,31.083,2025-12-18 01:00:00+00:00,1.2,34.0,8.8,100.0,974.0,0.0
57318,106.567,31.083,2025-12-18 00:00:00+00:00,0.8,65.0,8.4,97.0,974.0,0.0
57318,106.567,31.083,2025-12-17 23:00:00+00:00,1.1,8.0,8.6,95.0,974.0,0.0
57318,106.567,31.083,2025-12-17 22:00:00+00:00,1.1,152.0,8.4,99.0,974.0,0.0
57318,106.567,31.083,2025-12-17 21:00:00+00:00,1.0,273.0,8.6,97.0,974.0,0.0
57318,106.567,31.083,2025-12-17 20:00:00+00:00,0.3,205.0,8.5,98.0,975.0,0.0
57318,106.567,31.083,2025-12-17 19:00:00+00:00,1.3,340.0,8.5,98.0,975.0,0.0
57318,106.567,31.083,2025-12-17 18:00:00+00:00,1.1,39.0,8.5,98.0,976.0,0.0
57318,106.567,31.083,2025-12-17 17:00:00+00:00,1.3,70.0,8.9,95.0,976.0,0.0
57318,106.567,31.083,2025-12-17 16:00:00+00:00,1.3,45.0,8.9,95.0,977.0,0.0
57318,106.567,31.083,2025-12-17 15:00:00+00:00,0.2,9999.0,9.0,94.0,977.0,0.0
57318,106.567,31.083,2025-12-17 14:00:00+00:00,1.1,242.0,9.5,90.0,978.0,0.0
57318,106.567,31.083,2025-12-17 13:00:00+00:00,1.0,309.0,10.0,86.0,978.0,0.0
57318,106.567,31.083,2025-12-17 12:00:00+00:00,1.1,231.0,10.7,81.0,978.0,0.0
57318,106.567,31.083,2025-12-17 11:00:00+00:00,1.5,152.0,11.9,76.0,977.0,0.0
57318,106.567,31.083,2025-12-17 10:00:00+00:00,2.2,110.0,12.0,73.0,977.0,0.0
57328,107.5,31.2,2025-12-18 09:00:00+00:00,0.8,276.0,15.6,60.0,974.0,0.0
57328,107.5,31.2,2025-12-18 08:00:00+00:00,0.8,295.0,16.1,57.0,974.0,0.0
