"predict_time","device","real_rainfall_transient","predict_rainfall"
"2025-09-01 00:15:00","b99",0.0,1.3070555723970756e-05
"2025-09-01 00:30:00","b99",0.0,1.4117058526608162e-05
"2025-09-01 00:45:00","b99",0.0,1.2994221833650954e-05
"2025-09-01 01:00:00","b99",0.0,1.3149089681974147e-05
"2025-09-01 01:15:00","b99",0.0,1.3854310054739472e-05
"2025-09-01 01:30:00","b99",0.0,1.0993427167704795e-05
"2025-09-01 01:45:00","b99",0.0,1.174386761704227e-05
"2025-09-01 02:00:00","b99",0.0,1.0562626812316012e-05
"2025-09-01 02:15:00","b99",0.0,1.305353180214297e-05
"2025-09-01 02:30:00","b99",0.0,1.4409300092665944e-05
"2025-09-01 02:45:00","b99",0.0,1.619763315829914e-05
"2025-09-01 03:00:00","b99",0.0,8.70250823936658e-06
"2025-09-01 03:15:00","b99",0.0,8.710211659490597e-06
"2025-09-01 03:30:00","b99",0.0,8.411167073063552e-06
"2025-09-01 03:45:00","b99",0.0,8.667330803291406e-06
"2025-09-01 04:00:00","b99",0.0,9.010504072648473e-06
"2025-09-01 04:15:00","b99",0.0,8.878914741217159e-06
"2025-09-01 04:30:00","b99",0.0,9.133729690802284e-06
"2025-09-01 04:45:00","b99",0.0,9.604598744772375e-06
"2025-09-01 05:00:00","b99",0.0,9.242222404282074e-06
"2025-09-01 05:15:00","b99",0.0,9.392892025061883e-06
"2025-09-01 05:30:00","b99",0.0,8.695836186234374e-06
"2025-09-01 05:45:00","b99",0.0,8.526430974598043e-06
"2025-09-01 06:00:00","b99",0.0,8.298700777231716e-06
"2025-09-01 06:15:00","b99",0.0,8.339901796716731e-06
"2025-09-01 06:30:00","b99",0.0,8.213757610064931e-06
"2025-09-01 06:45:00","b99",0.0,8.156906915246509e-06
"2025-09-01 07:00:00","b99",0.0,8.296110536321066e-06
"2025-09-01 07:15:00","b99",0.0,8.43512225401355e-06
"2025-09-01 07:30:00","b99",0.0,8.651210009702481e-06
"2025-09-01 07:45:00","b99",0.0,8.79637536854716e-06
"2025-09-01 08:00:00","b99",0.0,8.335637176060118e-06
"2025-09-01 08:15:00","b99",0.0,9.999999747378752e-06
"2025-09-01 08:30:00","b99",0.0,9.999999747378752e-06
"2025-09-01 08:45:00","b99",0.0,9.999999747378752e-06
"2025-09-01 09:00:00","b99",0.0,9.999999747378752e-06
"2025-09-01 09:15:00","b99",0.0,9.999999747378752e-06
"2025-09-01 09:30:00","b99",0.0,9.999999747378752e-06
"2025-09-01 09:45:00","b99",0.0,9.999999747378752e-06
"2025-09-01 10:00:00","b99",0.0,9.999999747378752e-06
"2025-09-01 10:15:00","b99",0.0,9.999999747378752e-06
"2025-09-01 10:30:00","b99",0.0,9.999999747378752e-06
"2025-09-01 10:45:00","b99",0.0,9.999999747378752e-06
"2025-09-01 11:00:00","b99",0.0,9.999999747378752e-06
"2025-09-01 11:15:00","b99",0.0,9.999999747378752e-06
