date,t2m,sp,rh,pwv,tp
2025/7/1 0:00,30.12,996.4,79.15,67.36,0
2025/7/1 0:15,31.2,996.45,75.75,67.68,0
2025/7/1 0:30,32.02,996.6,72.98,67.79,0
2025/7/1 0:45,32.47,996.68,71.32,67.66,0
2025/7/1 1:00,32.7,996.75,71.12,68.54,0
2025/7/1 1:15,32.45,997,70.62,67.2,0
2025/7/1 1:30,32.4,997.08,69.53,66.1,0
2025/7/1 1:45,32.5,997.2,69.18,65.01,0
2025/7/1 2:00,33,997.15,69.58,65.31,0
2025/7/1 2:15,33.37,997.08,70.15,64.06,0
2025/7/1 2:30,33.62,997.15,67.68,63.37,0
2025/7/1 2:45,33.67,997.12,68.93,64.51,0
2025/7/1 3:00,33.52,997.12,68.27,64.72,0
2025/7/1 3:15,33.7,997.05,67.18,65.48,0
2025/7/1 3:30,33.9,997.02,67.08,66.23,0
2025/7/1 3:45,34,996.88,67.78,67.62,0
2025/7/1 4:00,34.35,996.75,65.2,67.69,0
2025/7/1 4:15,34.45,996.65,64.93,67.15,0
2025/7/1 4:30,34.45,996.5,66.35,66.89,0
2025/7/1 4:45,34.6,996.38,65.57,67.03,0
2025/7/1 5:00,34.87,996.27,66.25,67.33,0
2025/7/1 5:15,35.2,996.2,62.8,66.53,0
2025/7/1 5:30,35.35,996.1,63.08,65.91,0
2025/7/1 5:45,35.5,995.98,63.47,65.46,0
2025/7/1 6:00,34.9,995.9,64.6,68.22,0
2025/7/1 6:15,35,995.88,64.78,73.03,0
2025/7/1 6:30,35.4,995.65,62.42,56.75,0
2025/7/1 6:45,36,995.58,61.97,55.13,0
2025/7/1 7:00,36,995.45,60.7,60.46,0
2025/7/1 7:15,35.7,995.38,60.8,61.55,0
2025/7/1 7:30,36.1,995.38,60.18,63.74,0
2025/7/1 7:45,35.4,995.12,61.65,56.36,0
2025/7/1 8:00,35.8,994.7,60.2,49.19,0
2025/7/1 8:15,36.3,994.8,59.32,36.85,0
2025/7/1 8:30,36.2,994.68,59.08,50.8,0
2025/7/1 8:45,36.3,994.78,58.08,53.95,0
2025/7/1 9:00,36,994.8,60.5,51.96,0
2025/7/1 9:15,35.02,994.7,61.78,0.4,0
2025/7/1 9:30,33.82,994.88,65.02,65.33,0
2025/7/1 9:45,33.17,994.9,66.98,72.84,0
2025/7/1 10:00,32.82,994.8,68.88,65.3,0
2025/7/1 10:15,32.55,995,69.92,60.38,0
2025/7/1 10:30,32.4,995.08,69.97,60.82,0
2025/7/1 10:45,32.17,995,71.03,60.68,0
2025/7/1 11:00,31.9,995.4,72.28,60.64,0
2025/7/1 11:15,31.55,995.55,74,60.15,0
2025/7/1 11:30,31.1,995.88,74.97,60.05,0
2025/7/1 11:45,30.8,995.85,75.28,59.04,0
2025/7/1 12:00,30.85,995.9,74.3,55.49,0
2025/7/1 12:15,30.8,996.2,74.97,57.23,0
2025/7/1 12:30,30.8,996.48,73.68,61.62,0
2025/7/1 12:45,30.8,996.68,72.8,65.01,0
2025/7/1 13:00,30.7,996.98,72.82,65.64,0
2025/7/1 13:15,30.55,997.18,72.85,64.98,0
2025/7/1 13:30,30.3,997.3,74.05,66.63,0
2025/7/1 13:45,30.1,997.45,74.65,67.93,0
2025/7/1 14:00,30.02,997.52,74.28,62.79,0
2025/7/1 14:15,30,997.6,74.6,63.51,0
2025/7/1 14:30,29.95,997.55,74.68,62.17,0
2025/7/1 14:45,30.2,997.6,72.45,58.17,0
2025/7/1 15:00,30.4,997.8,71.12,54.11,0
2025/7/1 15:15,30.37,997.7,71.53,56.32,0
2025/7/1 15:30,30.3,997.48,71.68,56.39,0
2025/7/1 15:45,30.2,997.58,71.8,57.34,0
2025/7/1 16:00,30.02,997.52,72.95,56.52,0
2025/7/1 16:15,30.15,997.45,71.78,55.75,0
2025/7/1 16:30,30.2,997.5,71.75,53.17,0
2025/7/1 16:45,30.1,997.5,72.08,52.41,0
2025/7/1 17:00,30.1,997.35,72.12,57.09,0
2025/7/1 17:15,30.1,997.25,72.55,57.52,0
2025/7/1 17:30,30,997.1,72.72,59.81,0
2025/7/1 17:45,29.9,996.98,73.62,61.79,0
2025/7/1 18:00,29.77,996.9,74.38,59.23,0
2025/7/1 18:15,29.6,996.72,75.05,61.44,0
2025/7/1 18:30,29.55,996.62,75.4,63.64,0
2025/7/1 18:45,29.4,996.6,76.15,63.66,0
2025/7/1 19:00,29.4,996.5,75.9,60.44,0
2025/7/1 19:15,29.3,996.58,76.5,59.21,0
2025/7/1 19:30,29.2,996.6,77.18,57.92,0
2025/7/1 19:45,29.12,996.65,77.62,57.83,0
2025/7/1 20:00,29.07,996.72,78.2,57.71,0
2025/7/1 20:15,29,996.88,78.65,57.56,0
2025/7/1 20:30,28.95,997.05,78.15,59.93,0
2025/7/1 20:45,29.1,997.2,77.95,59.59,0
2025/7/1 21:00,28.95,997.3,78.47,60.07,0
2025/7/1 21:15,29,997.32,78.25,59.13,0
2025/7/1 21:30,28.97,997.45,78.5,59.42,0
2025/7/1 21:45,28.9,997.5,78.9,59.67,0
2025/7/1 22:00,28.9,997.4,78.9,55.69,0
2025/7/1 22:15,28.9,997.42,78.82,55.3,0
2025/7/1 22:30,28.93,997.4,78.72,55.7,0
2025/7/1 22:45,29.3,997.35,78.07,56.3,0
2025/7/1 23:00,29.62,997.4,77.1,56.03,0
2025/7/1 23:15,29.93,997.4,76.28,57.3,0
2025/7/1 23:30,30.2,997.6,75.5,57.27,0
2025/7/1 23:45,30.3,997.7,75.8,57.39,0
2025/7/2 0:00,30.65,997.75,75.15,56.23,0
2025/7/2 0:15,30.8,997.85,74.7,56.69,0
2025/7/2 0:30,31.2,997.9,74.6,58.23,0
2025/7/2 0:45,31.6,998,72.53,64.37,0
