"predict_time","device","real_rainfall_transient","predict_rainfall"
"2025-09-01 00:15:00","b72",0.0,1.728557253954932e-05
"2025-09-01 00:30:00","b72",0.0,1.870690903160721e-05
"2025-09-01 00:45:00","b72",0.0,1.961396264960058e-05
"2025-09-01 01:00:00","b72",0.0,1.8376087609794922e-05
"2025-09-01 01:15:00","b72",0.0,1.571693064761348e-05
"2025-09-01 01:30:00","b72",0.0,1.4494728020508774e-05
"2025-09-01 01:45:00","b72",0.0,1.3518504601961467e-05
"2025-09-01 02:00:00","b72",0.0,1.0438848221383523e-05
"2025-09-01 02:15:00","b72",0.0,1.5343584891525097e-05
"2025-09-01 02:30:00","b72",0.0,1.8808190361596644e-05
"2025-09-01 02:45:00","b72",0.0,2.5666449801065028e-05
"2025-09-01 03:00:00","b72",0.0,1.1435668056947179e-05
"2025-09-01 03:15:00","b72",0.0,1.0801773896673694e-05
"2025-09-01 03:30:00","b72",0.0,9.958491318684537e-06
"2025-09-01 03:45:00","b72",0.0,1.391253408655757e-05
"2025-09-01 04:00:00","b72",0.0,1.0391701835033018e-05
"2025-09-01 04:15:00","b72",0.0,1.0374372322985437e-05
"2025-09-01 04:30:00","b72",0.0,1.0623945854604244e-05
"2025-09-01 04:45:00","b72",0.0,9.675950423115864e-06
"2025-09-01 05:00:00","b72",0.0,8.803077435004525e-06
"2025-09-01 05:15:00","b72",0.0,8.576320396969095e-06
"2025-09-01 05:30:00","b72",0.0,8.627139322925359e-06
"2025-09-01 05:45:00","b72",0.0,8.424889529123902e-06
"2025-09-01 06:00:00","b72",0.0,8.312472346005961e-06
"2025-09-01 06:15:00","b72",0.0,8.13508995634038e-06
"2025-09-01 06:30:00","b72",0.0,8.111608622130007e-06
"2025-09-01 06:45:00","b72",0.0,8.0378886195831e-06
"2025-09-01 07:00:00","b72",0.0,8.15460407466162e-06
"2025-09-01 07:15:00","b72",0.0,8.303702088596765e-06
"2025-09-01 07:30:00","b72",0.0,8.128920853778254e-06
"2025-09-01 07:45:00","b72",0.0,8.067819180723745e-06
"2025-09-01 08:00:00","b72",0.0,7.914924026408698e-06
"2025-09-01 08:15:00","b72",0.0,7.970480510266498e-06
"2025-09-01 08:30:00","b72",0.0,8.04924638941884e-06
"2025-09-01 08:45:00","b72",0.0,8.559915841033217e-06
"2025-09-01 09:00:00","b72",0.0,8.137500117300078e-06
"2025-09-01 09:15:00","b72",0.0,7.904078302090056e-06
"2025-09-01 09:30:00","b72",0.0,7.910070962680038e-06
"2025-09-01 09:45:00","b72",0.0,7.94318020780338e-06
"2025-09-01 10:00:00","b72",0.0,7.853638635424431e-06
"2025-09-01 10:15:00","b72",0.05,8.011404133867472e-06
"2025-09-01 10:30:00","b72",0.05,7.979306246852502e-06
"2025-09-01 10:45:00","b72",0.05,7.896373062976636e-06
"2025-09-01 11:00:00","b72",0.05,0.0
"2025-09-01 11:15:00","b72",0.0,0.0
"2025-09-01 11:30:00","b72",0.0,0.0
"2025-09-01 11:45:00","b72",0.0,0.0
"2025-09-01 12:00:00","b72",0.0,0.0
"2025-09-01 12:15:00","b72",0.0,0.0
"2025-09-01 12:30:00","b72",0.0,0.0
"2025-09-01 12:45:00","b72",0.0,0.0
"2025-09-01 13:00:00","b72",0.0,0.0
"2025-09-01 13:15:00","b72",0.0,0.0
"2025-09-01 13:30:00","b72",0.0,0.0
"2025-09-01 13:45:00","b72",0.0,0.0
"2025-09-01 14:00:00","b72",0.0,0.0
"2025-09-01 14:15:00","b72",0.0,0.0
"2025-09-01 14:30:00","b72",0.0,0.0
"2025-09-01 14:45:00","b72",0.0,0.0
"2025-09-01 15:00:00","b72",0.0,0.0
"2025-09-01 15:15:00","b72",0.0,0.0
"2025-09-01 15:30:00","b72",0.0,0.0
"2025-09-01 15:45:00","b72",0.0,0.0
"2025-09-01 16:00:00","b72",0.0,0.0
"2025-09-01 16:15:00","b72",0.0,0.0
"2025-09-01 16:30:00","b72",0.0,0.0
"2025-09-01 16:45:00","b72",0.0,0.0
"2025-09-01 17:00:00","b72",0.0,0.0
"2025-09-01 17:15:00","b72",0.0,0.0
"2025-09-01 17:30:00","b72",0.0,0.0
"2025-09-01 17:45:00","b72",0.0,0.0
"2025-09-01 18:00:00","b72",0.0,0.0
"2025-09-01 18:15:00","b72",0.0,0.0
"2025-09-01 18:30:00","b72",0.0,0.0
"2025-09-01 18:45:00","b72",0.0,0.0
"2025-09-01 19:00:00","b72",0.0,0.0
"2025-09-01 19:15:00","b72",0.0,0.0
