date,t2m,sp,rh,pwv,tp
2025/06/01 15:00:00,18.986,991.591,91.014,62.34,0.942
2025/06/01 15:15:00,18.895,991.456,90.962,62.042,0.866
2025/06/01 15:30:00,18.895,991.456,90.962,62.042,0.866
2025/06/01 15:45:00,18.895,991.456,90.962,62.042,0.866
2025/06/01 16:00:00,18.895,991.456,90.962,62.042,0.866
2025/06/01 16:15:00,18.787,991.479,90.614,60.857,1.229
2025/06/01 16:30:00,18.787,991.479,90.614,60.857,1.229
2025/06/01 16:45:00,18.787,991.479,90.614,60.857,1.229
2025/06/01 17:00:00,18.787,991.479,90.614,60.857,1.229
2025/06/01 17:15:00,18.662,991.774,90.017,57.281,2.016
2025/06/01 17:30:00,18.662,991.774,90.017,57.281,2.016
2025/06/01 17:45:00,18.662,991.774,90.017,57.281,2.016
2025/06/01 18:00:00,18.662,991.774,90.017,57.281,2.016
2025/06/01 18:15:00,18.587,992.619,89.222,55.318,2.535
2025/06/01 18:30:00,18.587,992.619,89.222,55.318,2.535
2025/06/01 18:45:00,18.587,992.619,89.222,55.318,2.535
2025/06/01 19:00:00,18.587,992.619,89.222,55.318,2.535
2025/06/01 19:15:00,18.522,993.257,88.475,54.992,1.449
2025/06/01 19:30:00,18.522,993.257,88.475,54.992,1.449
2025/06/01 19:45:00,18.522,993.257,88.475,54.992,1.449
2025/06/01 20:00:00,18.522,993.257,88.475,54.992,1.449
2025/06/01 20:15:00,18.528,993.839,86.411,54.23,0.404
2025/06/01 20:30:00,18.528,993.839,86.411,54.23,0.404
2025/06/01 20:45:00,18.528,993.839,86.411,54.23,0.404
2025/06/01 21:00:00,18.528,993.839,86.411,54.23,0.404
2025/06/01 21:15:00,18.809,994.123,83.54,52.912,0.035
2025/06/01 21:30:00,18.809,994.123,83.54,52.912,0.035
2025/06/01 21:45:00,18.809,994.123,83.54,52.912,0.035
2025/06/01 22:00:00,18.809,994.123,83.54,52.912,0.035
2025/06/01 22:15:00,19.064,994.089,80.865,51.76,0.011
2025/06/01 22:30:00,19.064,994.089,80.865,51.76,0.011
2025/06/01 22:45:00,19.064,994.089,80.865,51.76,0.011
2025/06/01 23:00:00,19.064,994.089,80.865,51.76,0.011
2025/06/01 23:15:00,19.276,993.717,78.356,50.806,0.003
2025/06/01 23:30:00,19.276,993.717,78.356,50.806,0.003
2025/06/01 23:45:00,19.276,993.717,78.356,50.806,0.003
2025/06/02 00:00:00,19.276,993.717,78.356,50.806,0.003
2025/06/02 00:15:00,19.319,993.32,76.745,49.931,0.0
2025/06/02 00:30:00,19.319,993.32,76.745,49.931,0.0
2025/06/02 00:45:00,19.319,993.32,76.745,49.931,0.0
2025/06/02 01:00:00,19.319,993.32,76.745,49.931,0.0
2025/06/02 01:15:00,19.324,992.863,75.968,49.335,0.0
2025/06/02 01:30:00,19.324,992.863,75.968,49.335,0.0
2025/06/02 01:45:00,19.324,992.863,75.968,49.335,0.0
2025/06/02 02:00:00,19.324,992.863,75.968,49.335,0.0
2025/06/02 02:15:00,19.347,992.919,75.478,48.999,0.0
2025/06/02 02:30:00,19.347,992.919,75.478,48.999,0.0
2025/06/02 02:45:00,19.347,992.919,75.478,48.999,0.0
2025/06/02 03:00:00,19.347,992.919,75.478,48.999,0.0
2025/06/02 03:15:00,19.227,992.809,75.92,48.942,0.0
2025/06/02 03:30:00,19.227,992.809,75.92,48.942,0.0
2025/06/02 03:45:00,19.227,992.809,75.92,48.942,0.0
2025/06/02 04:00:00,19.227,992.809,75.92,48.942,0.0
2025/06/02 04:15:00,18.831,993.028,78.092,49.211,0.0
2025/06/02 04:30:00,18.831,993.028,78.092,49.211,0.0
2025/06/02 04:45:00,18.831,993.028,78.092,49.211,0.0
2025/06/02 05:00:00,18.831,993.028,78.092,49.211,0.0
2025/06/02 05:15:00,18.786,993.276,80.786,50.65,0.0
2025/06/02 05:30:00,18.786,993.276,80.786,50.65,0.0
2025/06/02 05:45:00,18.786,993.276,80.786,50.65,0.0
2025/06/02 06:00:00,18.786,993.276,80.786,50.65,0.0
2025/06/02 06:15:00,19.431,994.042,82.168,50.513,0.0
2025/06/02 06:30:00,19.431,994.042,82.168,50.513,0.0
2025/06/02 06:45:00,19.431,994.042,82.168,50.513,0.0
2025/06/02 07:00:00,19.431,994.042,82.168,50.513,0.0
2025/06/02 07:15:00,21.06,994.774,70.698,49.969,0.0
2025/06/02 07:30:00,21.06,994.774,70.698,49.969,0.0
2025/06/02 07:45:00,21.06,994.774,70.698,49.969,0.0
2025/06/02 08:00:00,21.06,994.774,70.698,49.969,0.0
2025/06/02 08:15:00,22.101,995.109,67.674,49.796,0.0
2025/06/02 08:30:00,22.101,995.109,67.674,49.796,0.0
2025/06/02 08:45:00,22.101,995.109,67.674,49.796,0.0
2025/06/02 09:00:00,22.101,995.109,67.674,49.796,0.0
2025/06/02 09:15:00,22.84,995.261,66.507,49.748,0.0
2025/06/02 09:30:00,22.84,995.261,66.507,49.748,0.0
2025/06/02 09:45:00,22.84,995.261,66.507,49.748,0.0
2025/06/02 10:00:00,22.84,995.261,66.507,49.748,0.0
2025/06/02 10:15:00,23.268,995.061,65.749,49.26,0.0
2025/06/02 10:30:00,23.268,995.061,65.749,49.26,0.0
2025/06/02 10:45:00,23.268,995.061,65.749,49.26,0.0
2025/06/02 11:00:00,23.268,995.061,65.749,49.26,0.0
2025/06/02 11:15:00,22.985,995.195,67.376,48.717,0.007
2025/06/02 11:30:00,22.985,995.195,67.376,48.717,0.007
2025/06/02 11:45:00,22.985,995.195,67.376,48.717,0.007
2025/06/02 12:00:00,22.985,995.195,67.376,48.717,0.007
2025/06/02 12:15:00,22.78,994.825,69.822,47.996,0.001
2025/06/02 12:30:00,22.78,994.825,69.822,47.996,0.001
2025/06/02 12:45:00,22.78,994.825,69.822,47.996,0.001
2025/06/02 13:00:00,22.78,994.825,69.822,47.996,0.001
2025/06/02 13:15:00,22.861,993.942,70.478,47.07,0.0
2025/06/02 13:30:00,22.861,993.942,70.478,47.07,0.0
2025/06/02 13:45:00,22.861,993.942,70.478,47.07,0.0
2025/06/02 14:00:00,22.861,993.942,70.478,47.07,0.0
2025/06/02 14:15:00,23.491,993.998,68.498,45.779,0.0
2025/06/02 14:30:00,23.491,993.998,68.498,45.779,0.0
2025/06/02 14:45:00,23.491,993.998,68.498,45.779,0.0
2025/06/02 15:00:00,23.491,993.998,68.498,45.779,0.0
2025/06/02 15:15:00,23.435,993.55,69.824,44.3,0.0
2025/06/02 15:30:00,23.435,993.55,69.824,44.3,0.0
2025/06/02 15:45:00,23.435,993.55,69.824,44.3,0.0
2025/06/02 16:00:00,23.435,993.55,69.824,44.3,0.0
2025/06/02 16:15:00,23.434,993.157,70.978,43.085,0.0
2025/06/02 16:30:00,23.434,993.157,70.978,43.085,0.0
2025/06/02 16:45:00,23.434,993.157,70.978,43.085,0.0
2025/06/02 17:00:00,23.434,993.157,70.978,43.085,0.0
2025/06/02 17:15:00,23.478,993.182,71.63,43.482,0.0
2025/06/02 17:30:00,23.478,993.182,71.63,43.482,0.0
2025/06/02 17:45:00,23.478,993.182,71.63,43.482,0.0
2025/06/02 18:00:00,23.478,993.182,71.63,43.482,0.0
2025/06/02 18:15:00,22.988,993.389,76.905,42.139,0.0
2025/06/02 18:30:00,22.988,993.389,76.905,42.139,0.0
2025/06/02 18:45:00,22.988,993.389,76.905,42.139,0.0
2025/06/02 19:00:00,22.988,993.389,76.905,42.139,0.0
2025/06/02 19:15:00,22.02,993.578,81.466,39.912,0.0
2025/06/02 19:30:00,22.02,993.578,81.466,39.912,0.0
2025/06/02 19:45:00,22.02,993.578,81.466,39.912,0.0
2025/06/02 20:00:00,22.02,993.578,81.466,39.912,0.0
2025/06/02 20:15:00,21.124,994.188,85.794,36.51,0.0
2025/06/02 20:30:00,21.124,994.188,85.794,36.51,0.0
2025/06/02 20:45:00,21.124,994.188,85.794,36.51,0.0
2025/06/02 21:00:00,21.124,994.188,85.794,36.51,0.0
2025/06/02 21:15:00,20.215,994.649,89.404,34.396,0.0
2025/06/02 21:30:00,20.215,994.649,89.404,34.396,0.0
2025/06/02 21:45:00,20.215,994.649,89.404,34.396,0.0
2025/06/02 22:00:00,20.215,994.649,89.404,34.396,0.0
2025/06/02 22:15:00,19.876,994.802,90.497,33.997,0.0
2025/06/02 22:30:00,19.876,994.802,90.497,33.997,0.0
2025/06/02 22:45:00,19.876,994.802,90.497,33.997,0.0
2025/06/02 23:00:00,19.876,994.802,90.497,33.997,0.0
2025/06/02 23:15:00,19.564,994.458,91.334,33.731,0.0
2025/06/02 23:30:00,19.564,994.458,91.334,33.731,0.0
2025/06/02 23:45:00,19.564,994.458,91.334,33.731,0.0
2025/06/03 00:00:00,19.564,994.458,91.334,33.731,0.0
2025/06/03 00:15:00,19.357,993.923,92.146,32.513,0.0
2025/06/03 00:30:00,19.357,993.923,92.146,32.513,0.0
2025/06/03 00:45:00,19.357,993.923,92.146,32.513,0.0
